monitoring_location,monitoring_sublocation,monitoring_station,year,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,layer_collection_start_depth,layer_collection_end_depth,activity_media_name,laboratory_sample_id,site,collect_date,julian,alk,cond,doc,no2,no3,partc,partn,partp,ph,srsi,tdn,tdp,dic,partfe,ca,cl,fe,k,mg,mn,sodium,so4,chla,o2,spec1,nh3,tds,tss,turbidity,a254,e2_e3,e2_e4,s275_295,s350_400,sr,suva
239,LA,CB,2017,20170816,NA,meta,3.5,7,Lake Water,2017081602-02,239_LA_CB__meta,2017-08-16,228,NA,NA,593,1,1,436.4,45.8,3,6.763,2.395,259,3.894,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170816,NA,NA,NA,NA,Stream Water,2017082301-20,239__NWIF__,2017-08-16,228,NA,NA,2573,NA,NA,NA,NA,NA,5.213,NA,NA,NA,NA,NA,2.07,2.87,0.85,0,0.58,0.0168,1.04,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170816,NA,NA,NA,NA,Stream Water,2017082301-21,239__NWIF__,2017-08-16,228,NA,NA,NA,NA,NA,NA,NA,NA,5.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170816,NA,NA,NA,NA,Stream Water,2017082301-22,239__NWIF__,2017-08-16,228,NA,NA,NA,NA,NA,NA,NA,NA,5.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-01,239__NEIF__,2017-08-17,229,NA,NA,5045,NA,NA,NA,NA,NA,4.314,NA,NA,NA,NA,NA,2.73,0.35,1.45,0.51,0.87,0.0205,1.05,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-02,239__NEIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,4.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-03,239__NEIF__,2017-08-17,229,NA,NA,5063,NA,NA,NA,NA,NA,4.307,NA,NA,NA,NA,NA,2.6,0.63,1.49,0.53,0.85,0.0187,1.05,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-04,239__NEIF__,2017-08-17,229,NA,NA,5205,NA,NA,NA,NA,NA,4.24,NA,NA,NA,NA,NA,3.05,13.61,1.5,0.54,0.83,0.0209,1.06,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-05,239__NEIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,4.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-06,239__NEIF__,2017-08-17,229,NA,NA,5200,NA,NA,NA,NA,NA,4.322,NA,NA,NA,NA,NA,2.58,1.08,1.51,0.49,0.85,0.0231,1.05,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-07,239__NEIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,4.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-08,239__NEIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,4.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-09,239__NEIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,4.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-10,239__NEIF__,2017-08-17,229,NA,NA,5216,NA,NA,NA,NA,NA,4.263,NA,NA,NA,NA,NA,2.56,0.28,1.59,0.49,0.87,0.0251,1.07,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-11,239__NEIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,4.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-12,239__NEIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,4.286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-23,239__NWIF__,2017-08-17,229,NA,NA,2386,NA,NA,NA,NA,NA,5.334,NA,NA,NA,NA,NA,2.12,0.17,0.84,0,0.58,0.0127,1.04,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-24,239__NWIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-25,239__NWIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,5.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-26,239__NWIF__,2017-08-17,229,NA,NA,NA,NA,NA,NA,NA,NA,5.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170817,NA,NA,NA,NA,Stream Water,2017082301-27,239__NWIF__,2017-08-17,229,NA,NA,2287,NA,NA,NA,NA,NA,5.249,NA,NA,NA,NA,NA,2.04,1.24,1.08,0,0.59,0.015,1.09,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-13,239__NEIF__,2017-08-18,230,NA,NA,NA,NA,NA,NA,NA,NA,4.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-17,239__NEIF__,2017-08-18,230,NA,NA,5343,NA,NA,NA,NA,NA,4.324,NA,NA,NA,NA,NA,3.02,0.3,1.5,0.62,0.92,0.0246,1.1,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-14,239__NEIF__,2017-08-18,230,NA,NA,5378,NA,NA,NA,NA,NA,4.309,NA,NA,NA,NA,NA,2.61,0.22,1.53,0.54,0.85,0.0191,1.07,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-15,239__NEIF__,2017-08-18,230,NA,NA,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-18,239__NEIF__,2017-08-18,230,NA,NA,NA,NA,NA,NA,NA,NA,4.466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-16,239__NEIF__,2017-08-18,230,NA,NA,5332,NA,NA,NA,NA,NA,4.461,NA,NA,NA,NA,NA,3.36,15.96,1.53,0.58,1.03,0.0204,1.07,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NEIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-19,239__NEIF__,2017-08-18,230,NA,NA,5030,NA,NA,NA,NA,NA,4.549,NA,NA,NA,NA,NA,3.33,0.32,1.35,0.69,1.03,0.0188,1.15,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-28,239__NWIF__,2017-08-18,230,NA,NA,NA,NA,NA,NA,NA,NA,5.392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-29,239__NWIF__,2017-08-18,230,NA,NA,2285,NA,NA,NA,NA,NA,5.488,NA,NA,NA,NA,NA,2.27,1.11,1.04,0,0.61,0.0147,1.13,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-30,239__NWIF__,2017-08-18,230,NA,NA,NA,NA,NA,NA,NA,NA,5.346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170818,NA,NA,NA,NA,Stream Water,2017082301-31,239__NWIF__,2017-08-18,230,NA,NA,NA,NA,NA,NA,NA,NA,5.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170819,NA,NA,NA,NA,Stream Water,2017082301-32,239__NWIF__,2017-08-19,231,NA,NA,2322,NA,NA,NA,NA,NA,5.418,NA,NA,NA,NA,NA,2.62,10.8,1.05,0,0.62,0.0145,1.16,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NWIF,2017,20170819,NA,NA,NA,NA,Stream Water,2017082301-33,239__NWIF__,2017-08-19,231,NA,NA,NA,NA,NA,NA,NA,NA,5.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170821,0.5,m,NA,NA,Lake Water,2017082105-01,227___0.5_m,2017-08-21,233,NA,NA,NA,1,1,2972.9,435.6,22,NA,NA,409,9.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.37,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170821,8,m,NA,NA,Lake Water,2017082105-02,227___8_m,2017-08-21,233,NA,NA,NA,NA,NA,1630,257.7,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170821,8,m,NA,NA,Lake Water,2017082104-05,227___8_m,2017-08-21,233,255.8,42.9,768,8,3,NA,NA,NA,6.182,1.823,2372,15.924,959,NA,2.06,0.3,3.41,0.35,0.53,0.3212,0.86,0.4,NA,NA,NA,1847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170821,NA,epi,0,1.5,Lake Water,2017082102-01,227____epi,2017-08-21,233,92.4,NA,714,1,4,2722.4,396.9,21,7.471,0.389,419,9.671,46,58,1.49,0.15,0.06,0,0.46,0.0022,0.89,0.65,26.24,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170821,NA,epi,0,1.5,Lake Water,2017082102-03,227____epi,2017-08-21,233,94.4,NA,684,1,2,2783.8,384.1,20,7.719,0.389,396,9.19,46,58,1.49,0.2,0.04,0,0.46,0.0014,0.94,0.67,26.12,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170821,NA,meta,2,3,Lake Water,2017082102-02,227____meta,2017-08-21,233,NA,NA,714,1,1,2769.6,420.5,21,7.534,0.544,390,7.485,57,66,NA,NA,NA,NA,NA,NA,NA,NA,28.96,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,OF,2017,20170821,NA,NA,NA,NA,Stream Water,2017082103-04,239__OF__,2017-08-21,233,168,25.3,639,0,2,469.9,47.6,3,7.355,2.294,286,2.612,164,NA,2.77,0.24,0,0.4,0.74,6e-4,1.1,1.97,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170822,5,m,NA,NA,Lake Water,2017082202-03,373_LA_CB_5_m,2017-08-22,234,173,NA,372,1,0,371.3,32,2,7.28,0.596,195,2.506,189,NA,2.78,0.18,0,0.36,0.6,6e-4,0.7,1.55,1.09,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170822,10,m,NA,NA,Lake Water,2017082202-04,373_LA_CB_10_m,2017-08-22,234,181.2,NA,328,1,0,372.3,44.6,3,6.874,0.644,187,3.305,236,NA,2.88,0.2,0,0.38,0.62,0.0015,0.71,1.72,2.77,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170822,10,m,NA,NA,Lake Water,2017082202-07,373_LA_CB_10_m,2017-08-22,234,181.6,NA,326,1,0,460.8,53.1,3,6.874,0.633,190,3.704,241,NA,2.89,0.22,0.01,0.42,0.63,0.0173,0.75,2.01,2.78,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170822,15,m,NA,NA,Lake Water,2017082202-05,373_LA_CB_15_m,2017-08-22,234,176.6,NA,309,1,26,296.3,43.4,4,6.5,0.847,199,3.548,357,NA,2.87,2.79,0,0.38,0.62,0.0014,0.71,1.73,1.78,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170822,20,m,NA,NA,Lake Water,2017082202-06,373_LA_CB_20_m,2017-08-22,234,247.2,NA,315,1,1,1112.2,168.4,31,6.368,1.312,373,4.923,909,NA,3.51,0.23,1.02,0.42,0.68,1.813,0.73,1.51,1.49,NA,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170822,NA,epi,0,4.75,Lake Water,2017082202-01,373_LA_CB__epi,2017-08-22,234,173,NA,365,1,0,366,30.8,3,7.253,0.544,212,2.529,188,NA,2.78,0.19,0,0.38,0.61,5e-4,0.71,1.57,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170822,NA,meta,5.25,12,Lake Water,2017082202-02,373_LA_CB__meta,2017-08-22,234,NA,NA,339,1,0,498.5,51.8,4,7.058,0.556,191,2.906,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170823,0.5,m,NA,NA,Lake Water,2017082208-01,227___0.5_m,2017-08-23,235,NA,NA,NA,1,1,2940,441,28,NA,NA,410,10.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.66,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170823,8,m,NA,NA,Lake Water,2017082208-02,227___8_m,2017-08-23,235,NA,NA,NA,1,4,1793,295.3,48,NA,NA,2444,16.117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73,NA,NA,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2017,20170828,5,m,NA,NA,Lake Water,2017082802-03,442_LA_CB_5_m,2017-08-28,240,134.6,NA,561,0,1,657.5,71.6,4,7.176,0.382,263,5.924,131,NA,2.05,0.28,0,0.37,0.77,0.0016,0.68,1.43,6.62,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2017,20170828,9,m,NA,NA,Lake Water,2017082802-04,442_LA_CB_9_m,2017-08-28,240,136.6,NA,499,0,30,454.2,69.2,4,6.143,0.995,278,6.444,332,NA,2.05,0.18,0,0.36,0.76,0.0039,0.64,1.58,4.35,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2017,20170828,9,m,NA,NA,Lake Water,2017082802-07,442_LA_CB_9_m,2017-08-28,240,135,NA,530,0,30,518,66.1,5,6.138,0.96,276,6.791,338,NA,2.11,0.18,0.03,0.37,0.78,0.0123,0.66,1.58,3.97,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2017,20170828,13,m,NA,NA,Lake Water,2017082802-05,442_LA_CB_13_m,2017-08-28,240,121.2,NA,497,0,71,734.5,116.9,13,5.771,1.412,325,7.484,499,NA,1.58,0.19,0.04,0.39,0.8,0.4809,0.66,1.68,3.14,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2017,20170828,17,m,NA,NA,Lake Water,2017082802-06,442_LA_CB_17_m,2017-08-28,240,363.2,NA,815,3,2,2330.2,384.5,99,6.675,2.35,1226,14.938,1114,NA,4.45,0.24,10.35,0.42,0.86,1.575,0.67,0.23,1.97,NA,NA,864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2017,20170828,NA,epi,0,3.25,Lake Water,2017082802-01,442_LA_CB__epi,2017-08-28,240,122.8,NA,606,0,1,440.5,63.7,3,7.049,0.573,280,5.924,121,NA,1.89,0.26,0,0.31,0.73,0.0049,0.64,1.27,1.7,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2017,20170828,NA,meta,3.75,7,Lake Water,2017082802-02,442_LA_CB__meta,2017-08-28,240,NA,NA,547,0,1,602.5,83.1,9,6.91,0.502,266,5.751,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2017,20170828,NA,epi,0,4.75,Lake Water,2017082804-01,626_LA_CB__epi,2017-08-28,240,113.8,NA,451,0,1,370.8,44.3,3,7.091,NA,280,5.924,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.62,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170830,0.5,m,NA,NA,Lake Water,2017082905-01,227___0.5_m,2017-08-30,242,NA,NA,NA,1,0,1438.8,257.2,40,NA,NA,409,9.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.45,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170830,8,m,NA,NA,Lake Water,2017082905-02,227___8_m,2017-08-30,242,NA,NA,NA,10,3,2993,375.8,44,NA,NA,2445,14.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.19,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2017,20170830,NA,epi,0,3.5,Lake Water,2017083003-01,114_LA_CB__epi,2017-08-30,242,72.8,NA,529,1,4,1290.4,140.6,7,6.541,0.475,414,3.929,89,NA,1.11,0.16,0,0,0.35,0.0028,0.48,0.65,4.62,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170830,5,m,NA,NA,Lake Water,2017083002-03,239_LA_CB_5_m,2017-08-30,242,171.2,NA,639,1,0,359.4,58.6,2,6.931,2.355,269,2.708,189,NA,2.79,0.23,0,0.4,0.75,8e-4,1.1,2.01,2.47,8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170830,10,m,NA,NA,Lake Water,2017083002-04,239_LA_CB_10_m,2017-08-30,242,165.6,NA,574,1,60,269.5,37.6,3,6.212,2.818,297,3.58,350,NA,2.8,0.23,0.02,0.42,0.74,0.0022,1.09,2.18,1.53,6.4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170830,15,m,NA,NA,Lake Water,2017083002-05,239_LA_CB_15_m,2017-08-30,242,166.2,NA,559,1,86,214.9,20.6,3,6.258,2.588,296,3.406,318,NA,2.79,0.24,0.02,0.42,0.74,0.0018,1.09,2.18,0.62,7.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170830,15,m,NA,NA,Lake Water,2017083002-09,239_LA_CB_15_m,2017-08-30,242,165.8,NA,554,1,87,445.8,32.2,3,6.282,2.672,289,3.231,318,NA,2.85,0.23,0.02,0.43,0.76,0.0022,1.09,2.15,0.61,7.4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170830,20,m,NA,NA,Lake Water,2017083002-06,239_LA_CB_20_m,2017-08-30,242,165.4,NA,576,1,84,201.6,23.1,4,6.307,2.681,295,3.58,293,NA,2.79,0.23,0.02,0.41,0.74,0.0014,1.09,2.19,0.5,8.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170830,25,m,NA,NA,Lake Water,2017083002-07,239_LA_CB_25_m,2017-08-30,242,160.4,NA,529,1,99,323.8,27.3,4,6.069,3.057,304,4.453,432,NA,2.76,0.24,0.1,0.44,0.73,0.0237,1.1,2.25,0.37,3.6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170830,30,m,NA,NA,Lake Water,2017083002-08,239_LA_CB_30_m,2017-08-30,242,0,NA,528,1,95,627.9,71.8,6,5.998,3.293,310,5.849,491,NA,2.77,0.26,0.22,0.42,0.73,0.0915,1.09,2.27,0.54,1.8,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170830,NA,epi,0,4,Lake Water,2017083002-01,239_LA_CB__epi,2017-08-30,242,170,NA,578,1,1,320.7,47.3,3,7.192,2.271,253,2.533,174,NA,2.66,0.24,0.02,0.4,0.72,6e-4,1.13,1.88,1.96,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2017,20170830,NA,meta,4.5,6,Lake Water,2017083002-02,239_LA_CB__meta,2017-08-30,242,NA,NA,598,1,1,377.1,44.36,3,6.769,2.37,251,2.708,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170905,4,m,NA,NA,Lake Water,2017090502-03,227___4_m,2017-09-05,248,206.8,NA,679,1,1,4076,692.2,67,6.066,1.452,1009,12.2,588,183,1.91,0.25,0.59,0.35,0.57,0.2345,0.9,0.37,62.25,NA,NA,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170905,6,m,NA,NA,Lake Water,2017090502-04,227___6_m,2017-09-05,248,187.6,NA,741,2,2,962,156.5,26,5.937,1.709,1306,11.332,713,26,2.02,0.23,0.88,0.3,0.53,0.1495,0.88,0.45,10.1,NA,NA,891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170905,6,m,NA,NA,Lake Water,2017090502-07,227___6_m,2017-09-05,248,184.2,NA,707,2,3,1016.5,166.2,26,5.968,1.675,1225,10.29,739,31,2.05,0.21,0.92,0.3,0.54,0.1581,0.9,0.34,8.31,NA,NA,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170905,8,m,NA,NA,Lake Water,2017090502-05,227___8_m,2017-09-05,248,295.6,NA,861,10,0,1449,259.6,46,6.044,1.886,2785,18.625,1157,89,2.26,0.28,4.02,0.4,0.58,0.3609,0.93,0.44,6.68,NA,NA,2320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170905,10,m,NA,NA,Lake Water,2017090502-06,227___10_m,2017-09-05,248,679.2,NA,1175,22,0,3098,582.1,94,6.165,2.18,5651,45.712,2232,176,2.63,0.38,10.6,0.56,0.64,0.7127,0.93,0.47,7.1,NA,NA,5087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170905,NA,epi,0,2.5,Lake Water,2017090502-01,227____epi,2017-09-05,248,101.4,NA,698,0,1,3746,492.4,29,6.778,0.391,387,9.248,74,64,1.51,0.18,0.07,0,0.45,0,0.94,0.7,42.27,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170906,0.5,m,NA,NA,Lake Water,2017090506-01,227___0.5_m,2017-09-06,249,NA,NA,NA,0,0,3715,497.3,33,NA,NA,377,9.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.36,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,NA,NA,2017,20170906,8,m,NA,NA,Lake Water,2017090506-02,227___8_m,2017-09-06,249,NA,NA,NA,9,4,1045,175.1,47,NA,NA,2994,18.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.31,NA,NA,2418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170906,NA,epi,0,5.75,Lake Water,2017090603-01,373_LA_CB__epi,2017-09-06,249,177.8,NA,352,0,0,415.5,42.5,3,7.341,0.477,191,1.782,190,NA,2.8,0.2,0,0.39,0.61,0,0.73,1.61,1.6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2017,20170906,NA,epi,0,5.75,Lake Water,2017090603-03,373_LA_CB__epi,2017-09-06,249,177,NA,407,0,0,416.7,51.6,2,7.267,0.497,189,1.955,190,NA,2.82,0.22,0,0.39,0.62,0,0.73,1.6,1.49,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
