monitoring_location,monitoring_sublocation,monitoring_station,year,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,layer_collection_start_depth,layer_collection_end_depth,activity_media_name,laboratory_sample_id,site,collect_date,julian,alk,cond,doc,no2,no3,partc,partn,partp,ph,srsi,tdn,tdp,dic,partfe,ca,cl,fe,k,mg,mn,sodium,so4,chla,o2,spec1,nh3,tds,tss,turbidity,a254,e2_e3,e2_e4,s275_295,s350_400,sr,suva
239,LA,CB,2015,20150928,NA,epi,NA,NA,Lake Water,1766,239_LA_CB__epi,2015-09-28,271,164,28,646,0,1,599,24,4,7.15,1.918,238,2,191,NA,2.81,0.25,0,0.43,0.8,0,1.11,2.18,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20150928,NA,epi,NA,NA,Lake Water,1754,239_LA_CB__epi,2015-09-28,271,178,27,607,0,1,524,26,4,7.13,1.914,265,2,182,NA,2.81,0.29,0,0.46,0.81,0,1.11,2.08,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2015,20150928,NA,NA,NA,NA,Stream Water,1764,239_LA_OF__,2015-09-28,271,170,27,609,0,1,760,33,4,7.26,1.903,247,2,168,NA,2.78,0.27,0,0.43,0.8,0,1.1,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20151001,NA,epi,NA,NA,Lake Water,1793,442_LA_CB__epi,2015-10-01,274,134,20,618,0,1,622,21,4,6.94,0.228,262,3,146,NA,1.88,0.2,0,0.36,0.77,0,0.64,1.3,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20151001,NA,epi,NA,NA,Lake Water,1791,442_LA_CB__epi,2015-10-01,274,136,20,612,0,1,589,30,4,7,0.23,262,3,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20151001,NA,meta,NA,NA,Lake Water,1792,442_LA_CB__meta,2015-10-01,274,144,NA,574,0,1,611,44,4,NA,NA,251,3,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151005,4,m,NA,NA,Lake Water,1800,227_LA_CB_4_m,2015-10-05,278,144,21,687,0,1,NA,NA,62,5.91,0.598,770,11,444,208,1.44,0.36,0.09,0.37,0.56,0.2011,0.95,0.98,72.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151005,6,m,NA,NA,Lake Water,1801,227_LA_CB_6_m,2015-10-05,278,330,56,828,9,2,NA,NA,62,6.21,1.091,2954,15,1225,53,2.96,0.29,3.82,0.51,0.67,0.3885,1.02,0.36,17.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151005,8,m,NA,NA,Lake Water,1802,227_LA_CB_8_m,2015-10-05,278,623,108,1204,15,2,NA,NA,118,6.26,1.709,6562,76,2212,151,3.12,0.42,9.5,0.68,0.74,0.6134,1.06,0.33,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151005,10,m,NA,NA,Lake Water,1803,227_LA_CB_10_m,2015-10-05,278,691,118,1254,19,3,NA,NA,138,6.26,1.805,7296,100,2448,171,3.12,0.44,10.02,0.69,0.74,0.6414,1.02,0.34,15.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151005,NA,epi,NA,NA,Lake Water,1799,227_LA_CB__epi,2015-10-05,278,97,16,680,0,16,NA,NA,23,6.29,0.296,397,13,137,34,1.34,0.21,0.03,0.16,0.47,0,0.93,1.01,13.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151005,NA,epi,NA,NA,Lake Water,1794,227_LA_CB__epi,2015-10-05,278,98,16,713,0,16,NA,NA,23,6.3,0.296,405,14,137,40,1.34,0.25,0.05,0.15,0.47,0,0.92,0.93,13.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151005,NA,meta,NA,NA,Lake Water,1804,227_LA_CB__meta,2015-10-05,278,98,16,673,0,20,NA,NA,24,6.18,0.316,414,12,172,44,1.27,0.23,0.08,0.16,0.46,0.0188,0.85,1.01,15.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20151006,NA,epi,NA,NA,Lake Water,1815,373_LA_CB__epi,2015-10-06,279,175,24,351,0,1,NA,NA,4,7.29,0.545,186,2,177,NA,2.6,0.19,0,0.35,0.58,0,0.65,1.6,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20151006,NA,meta,NA,NA,Lake Water,1816,373_LA_CB__meta,2015-10-06,279,NA,25,338,0,1,NA,NA,4,6.63,NA,178,3,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151006,NA,epi,NA,NA,Lake Water,1817,626_LA_CB__epi,2015-10-06,279,114,18,462,0,1,NA,NA,3,6.99,0.24,244,2,125,NA,1.7,0.2,0,0.29,0.54,0,0.61,1.3,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151006,NA,epi,NA,NA,Lake Water,1810,626_LA_CB__epi,2015-10-06,279,116,18,469,0,1,NA,NA,3,6.93,0.241,232,2,123,NA,1.7,0.7,0,0.28,0.54,0,0.6,1.3,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151006,NA,meta,NA,NA,Lake Water,1818,626_LA_CB__meta,2015-10-06,279,121,19,446,0,1,NA,NA,5,6.3,0.162,248,3,249,NA,1.89,0.18,0.1,0.3,0.58,0.1036,0.63,1.27,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2015,20151008,NA,NA,NA,NA,Precipitation,1835,239____,2015-10-08,281,56,12,144,6,318,NA,NA,21,6.48,0.047,699,5,79,NA,1.15,0.08,0,0.11,0.21,0,0.07,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2015,20151026,NA,epi,NA,NA,Lake Water,1837,114_LA_CB__epi,2015-10-26,299,53,13,542,0,3,NA,NA,7,6.44,0.388,332,3,80,NA,1.04,0.17,0,0.2,0.39,0,0.48,1.49,1.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2015,20151026,NA,epi,NA,NA,Lake Water,1842,114_LA_CB__epi,2015-10-26,299,57,13,544,0,3,NA,NA,20,6.44,0.378,333,3,80,NA,0.81,0.2,0,0.19,0.37,0,0.48,1.45,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2015,20151026,NA,meta,NA,NA,Lake Water,1843,114_LA_CB__meta,2015-10-26,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2015,20151026,NA,NA,NA,NA,Precipitation,1850,239____,2015-10-26,299,18,5,91,2,131,NA,NA,51,5.96,0.005,311,5,42,NA,0.32,0.1,0,0.03,0.07,0,0,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151027,3,m,NA,NA,Lake Water,1858,626_LA_CB_3_m,2015-10-27,300,125,19,453,0,1,NA,NA,4,6.65,0.205,236,3,164,NA,1.69,0.19,0.05,0.28,0.52,0.0278,0.58,0.95,2.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151027,5,m,NA,NA,Lake Water,1859,626_LA_CB_5_m,2015-10-27,300,126,19,462,0,2,NA,NA,3,6.65,0.211,254,3,163,NA,1.99,0.18,0.04,0.27,0.66,0.0303,0.55,0.81,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151027,7,m,NA,NA,Lake Water,1860,626_LA_CB_7_m,2015-10-27,300,126,19,459,0,1,NA,NA,4,6.63,0.209,244,3,161,NA,1.94,0.16,0.03,0.25,0.63,0.02882,0.51,1.11,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151027,9,m,NA,NA,Lake Water,1861,626_LA_CB_9_m,2015-10-27,300,121,19,453,0,3,NA,NA,3,6.63,0.206,249,3,164,NA,1.96,0.17,0.03,0.25,0.63,0.0352,0.51,0.82,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151027,11,m,NA,NA,Lake Water,1862,626_LA_CB_11_m,2015-10-27,300,116,19,455,0,2,NA,NA,3,6.53,0.208,251,3,197,NA,1.9,0.18,0.02,0.24,0.61,0.03135,0.48,0.96,2.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151027,NA,epi,NA,NA,Lake Water,1852,626_LA_CB__epi,2015-10-27,300,113,18,458,0,3,NA,NA,4,6.64,0.202,261,3,159,NA,1.66,0.17,0.05,0.28,0.51,0.0258,0.56,1.24,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2015,20151027,NA,epi,NA,NA,Lake Water,1857,626_LA_CB__epi,2015-10-27,300,117,18,455,0,2,NA,NA,3,6.62,0.209,247,2,161,NA,1.72,0.2,0.05,0.28,0.53,0.0274,0.59,1.04,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2015,20151029,NA,NA,NA,NA,Stream Water,1872,239_ET_EIF__,2015-10-29,302,214,42,1939,3,470,NA,NA,4,6.41,7.677,1103,16,300,NA,5.25,0.62,0.59,0.44,1.56,0,2.25,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2015,20151029,NA,NA,NA,NA,Stream Water,1873,239_LA_OF__,2015-10-29,302,170,28,582,0,2,NA,NA,7,6.97,1.965,209,3,196,NA,3.05,0.25,0,0.38,0.86,0,0.98,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2015,20151029,NA,NA,NA,NA,Stream Water,1870,239_NET_NEIF__,2015-10-29,302,0,54,5931,5,0,NA,NA,4,4.07,5.406,901,14,308,NA,3.35,0.19,0.97,0.09,1.22,0,0.84,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2015,20151029,NA,NA,NA,NA,Stream Water,1871,239_NWT_NWIF__,2015-10-29,302,43,26,2821,3,10,NA,NA,4,4.96,7.884,734,17,431,NA,2.8,0.44,0.77,0.1,0.86,0,1.02,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2015,20151029,NA,NA,NA,NA,Precipitation,1875,239____,2015-10-29,302,0,5,60,3,131,NA,NA,2,5.5,0,384,3,31,NA,0.09,0,0,0,0.02,0,0,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151109,4,m,NA,NA,Lake Water,1888,227_LA_CB_4_m,2015-11-09,313,130,23,630,2,251,NA,NA,22,6.08,0.522,913,7,321,380,1.73,0.22,0.19,0.15,0.51,0.0605,0.63,0.48,23.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151109,6,m,NA,NA,Lake Water,1889,227_LA_CB_6_m,2015-11-09,313,124,23,623,2,248,NA,NA,22,6.05,0.519,963,6,329,348,1.78,0.19,0.19,0.16,0.53,0.06149,0.66,0.5,21.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151109,8,m,NA,NA,Lake Water,1890,227_LA_CB_8_m,2015-11-09,313,309,47,753,5,154,NA,NA,52,6.14,0.919,2788,11,1100,732,2.28,0.29,2.93,0.3,0.61,0.24211,0.75,0.62,19.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151109,10,m,NA,NA,Lake Water,1891,227_LA_CB_10_m,2015-11-09,313,878,156,1556,18,14,NA,NA,238,6.34,2.153,9217,28,3341,428,3.92,0.44,18.23,0.91,0.93,0.8223,1.19,0.29,24.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151109,NA,epi,NA,NA,Lake Water,1899,227_LA_CB__epi,2015-11-09,313,131,23,632,2,248,NA,NA,24,6.36,0.517,950,8,310,384,1.81,0.2,0.24,0.24,0.57,0.0687,0.92,0.44,20.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2015,20151109,NA,epi,NA,NA,Lake Water,1887,227_LA_CB__epi,2015-11-09,313,134,23,669,2,245,NA,NA,24,6.14,0.52,996,7,319,385,1.75,0.31,0.22,0.15,0.52,0.06325,0.68,0.5,23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,OF,2015,20151109,NA,NA,NA,NA,Stream Water,1900,227_LA_OF__,2015-11-09,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,ET,EIF,2015,20151109,NA,NA,NA,NA,Stream Water,1895,239_ET_EIF__,2015-11-09,313,190,35,2402,2,80,NA,NA,4,6.34,7.759,763,12,242,NA,4.67,0.37,0.64,0.33,1.3,0,2.09,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,OF,2015,20151109,NA,NA,NA,NA,Stream Water,1896,239_LA_OF__,2015-11-09,313,179,28,584,0,9,NA,NA,7,6.83,2.006,218,3,212,NA,2.99,0.25,0,0.46,0.89,0,1.17,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NET,NEIF,2015,20151109,NA,NA,NA,NA,Stream Water,1893,239_NET_NEIF__,2015-11-09,313,0,46,5158,5,1,NA,NA,4,4.15,4.899,887,11,292,NA,3.03,0.26,0.92,0.21,1.1,0,1,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NWT,NWIF,2015,20151109,NA,NA,NA,NA,Stream Water,1894,239_NWT_NWIF__,2015-11-09,313,46,24,2721,3,9,NA,NA,3,5.04,7.845,698,11,435,NA,2.69,0.4,0.78,0.11,0.86,0.0158,1.24,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2015,20151109,NA,NA,NA,NA,Precipitation,1898,239____,2015-11-09,313,30,9,140,6,222,NA,NA,12,6.18,0.003,1083,35,58,NA,0.16,0.06,0,0.17,0.04,0,0.04,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20151110,5,m,NA,NA,Lake Water,1917,239_LA_CB_5_m,2015-11-10,314,182,27,570,0,10,NA,NA,4,6.86,2.037,227,3,220,NA,2.88,0.25,0,0.44,0.84,0,1.03,1.15,3.09,9.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20151110,10,m,NA,NA,Lake Water,1918,239_LA_CB_10_m,2015-11-10,314,180,28,574,0,11,NA,NA,5,6.79,2.106,222,2,223,NA,2.86,0.2,0,0.42,0.84,0,1.01,1.1,2.95,9.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20151110,15,m,NA,NA,Lake Water,1919,239_LA_CB_15_m,2015-11-10,314,173,28,563,0,23,NA,NA,3,6.55,2.091,237,2,260,NA,2.86,0.26,0,0.42,0.83,0,1,1.83,2.25,8.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20151110,20,m,NA,NA,Lake Water,1920,239_LA_CB_20_m,2015-11-10,314,181,30,528,0,101,NA,NA,6,6.11,2.662,283,3,460,NA,3.04,0.25,0.03,0.45,0.87,0.0152,1.05,1.7,0.64,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20151110,25,m,NA,NA,Lake Water,1921,239_LA_CB_25_m,2015-11-10,314,208,31,532,0,87,NA,NA,8,6.1,2.887,263,3,535,NA,3.11,0.27,0.12,0.46,0.89,0.3348,1.02,1.49,0.46,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20151110,30,m,NA,NA,Lake Water,1922,239_LA_CB_30_m,2015-11-10,314,221,33,536,1,30,NA,NA,9,6.15,2.983,239,5,580,NA,3.07,0.28,0.26,0.48,0.94,0.821,1.06,1.48,0.5,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2015,20151110,NA,epi,NA,NA,Lake Water,1916,239_LA_CB__epi,2015-11-10,314,184,27,574,0,10,NA,NA,5,6.75,2.038,243,3,218,NA,2.87,0.25,0,0.44,0.84,0,1.02,1.38,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20151110,5,m,NA,NA,Lake Water,1906,373_LA_CB_5_m,2015-11-10,314,182,24,332,0,1,NA,NA,4,6.8,0.592,180,3,239,NA,2.89,0.18,0,0.41,0.69,0.0635,0.72,0.88,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20151110,10,m,NA,NA,Lake Water,1907,373_LA_CB_10_m,2015-11-10,314,179,25,344,0,1,NA,NA,4,6.82,0.594,175,4,244,NA,2.74,0.19,0,0.37,0.65,0.0617,0.65,0.91,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20151110,15,m,NA,NA,Lake Water,1908,373_LA_CB_15_m,2015-11-10,314,178,26,333,0,1,NA,NA,6,6.59,0.708,184,2,302,NA,2.78,0.19,0,0.37,0.65,0.214,0.64,0.71,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20151110,20,m,NA,NA,Lake Water,1909,373_LA_CB_20_m,2015-11-10,314,346,58,419,1,20,NA,NA,27,6.53,2.012,827,7,927,NA,3.86,0.2,4.9,0.48,0.75,1.63,0.7,0.47,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20151110,NA,epi,NA,NA,Lake Water,1905,373_LA_CB__epi,2015-11-10,314,177,24,344,0,2,NA,NA,4,6.79,0.589,187,3,236,NA,2.91,0.16,0,0.41,0.7,0.0663,0.71,0.99,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,LA,CB,2015,20151110,NA,epi,NA,NA,Lake Water,1915,373_LA_CB__epi,2015-11-10,314,178,25,336,0,2,NA,NA,4,6.82,0.592,178,2,229,NA,2.77,0.17,0,0.38,0.66,0.0606,0.64,0.77,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20151110,5,m,NA,NA,Lake Water,1911,442_LA_CB_5_m,2015-11-10,314,127,21,569,0,2,NA,NA,6,6.49,0.234,241,3,202,NA,1.89,0.22,0,0.36,0.8,0.0389,0.58,1.07,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20151110,9,m,NA,NA,Lake Water,1912,442_LA_CB_9_m,2015-11-10,314,139,21,567,0,1,NA,NA,6,6.47,0.244,239,4,211,NA,1.94,0.18,0,0.36,0.82,0.0488,0.59,0.71,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20151110,13,m,NA,NA,Lake Water,1913,442_LA_CB_13_m,2015-11-10,314,255,45,628,2,14,NA,NA,22,6.39,1.441,647,5,767,NA,3.07,0.19,3.17,0.39,0.89,0.7859,0.58,0.46,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20151110,17,m,NA,NA,Lake Water,1914,442_LA_CB_17_m,2015-11-10,314,315,58,730,2,17,NA,NA,25,6.44,2.098,1216,18,1010,NA,3.48,0.22,5.26,0.43,0.92,0.9614,0.59,0.24,2.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,LA,CB,2015,20151110,NA,epi,NA,NA,Lake Water,1910,442_LA_CB__epi,2015-11-10,314,144,21,602,0,4,NA,NA,7,6.54,0.237,235,3,206,NA,1.9,0.21,0.02,0.35,0.81,0.0389,0.58,1.21,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2015,20151117,NA,NA,NA,NA,Precipitation,1952,239____,2015-11-17,321,11,5,40.87173,3,158,786.9,24,3,5.67,0.003,376,2,37,NA,0.18,0.04,0,0.03,0.02,0,0.02,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2015,20151119,NA,NA,NA,NA,Precipitation,1953,239____,2015-11-19,323,0,3,14.54329,1,44,441.6,0,2,5.32,0,79,2,28,NA,0.04,0.03,0,0.01,0,0,0,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2015,20151121,NA,NA,NA,NA,Precipitation,1954,239____,2015-11-21,325,0,2,38.32718,NA,12,959.3,0,3,5.5,0,45,1,33,NA,0.02,0.03,0,0,0,0,0.03,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,2015,20151223,NA,NA,NA,NA,Precipitation,1956,239____,2015-12-23,357,0,5,28.94414,2,193,1844,18,3,5.54,0.003,437,2,28,NA,0.08,0.07,0,0,0,0,0.04,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,LA,CB,2016,20160117,NA,epi,NA,NA,Lake Water,1941,114_LA_CB__epi,2016-01-17,17,80,17,570,1,19,587.7,73,5,5.89,0.828,508,3,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2016,20160117,1,m,NA,NA,Lake Water,1927,227_LA_CB_1_m,2016-01-17,17,49,24,557.84363,3,243,1125.9,91,13,6.03,0.698,1104,11,373,NA,1.79,0.22,0.19,0.26,0.51,0.043,0.88,1,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2016,20160117,4,m,NA,NA,Lake Water,1928,227_LA_CB_4_m,2016-01-17,17,54,24,536.45623,3,245,1149.8,120,17,5.98,0.717,1078,12,419,NA,1.82,0.2,0.19,0.026,0.52,0.0307,0.88,0.96,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2016,20160117,6,m,NA,NA,Lake Water,1929,227_LA_CB_6_m,2016-01-17,17,66,26,594.58609,36,21,1776.1,198,30,5.95,1.062,1057,7,549,NA,1.93,0.25,0.23,0.3,0.57,0.1476,0.98,0.94,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2016,20160117,8,m,NA,NA,Lake Water,1930,227_LA_CB_8_m,2016-01-17,17,214,39,839.71863,3,2,2300,324,56,6.13,2.257,1365,9,806,NA,2.53,0.23,2.96,0.36,0.68,0.29,1.04,0.42,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LA,CB,2016,20160117,10,m,NA,NA,Lake Water,1931,227_LA_CB_10_m,2016-01-17,17,642,130,1980.92847,11,14,8151,1257,166,6.45,2.116,6479,22,2376,NA,4.59,0.31,21.19,0.66,0.83,0.8036,1.12,0.33,18.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2016,20160117,1,m,NA,NA,Lake Water,1933,626_LA_CB_1_m,2016-01-17,17,132,19,404.56725,1,9,541.3,50,5,6.51,0.249,324,3,177,NA,1.89,0.21,0.04,0.37,0.59,0,0.71,1.26,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2016,20160117,3,m,NA,NA,Lake Water,1934,626_LA_CB_3_m,2016-01-17,17,117,18,374.84424,1,10,630.7,40,4,6.49,0.289,239,3,187,NA,1.88,0.17,0.04,0.31,0.59,0,0.68,1.33,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2016,20160117,5,m,NA,NA,Lake Water,1940,626_LA_CB_5_m,2016-01-17,17,122,19,376.92814,NA,12,535.9,18,5,6.51,0.282,268,3,182,NA,1.87,0.15,0.03,0.32,0.59,0,0.67,1.19,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2016,20160117,5,m,NA,NA,Lake Water,1935,626_LA_CB_5_m,2016-01-17,17,124,19,374.67973,NA,11,618.2,28,3,6.51,0.276,268,3,186,NA,1.9,0.17,0.03,0.31,0.6,0,0.68,1.34,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2016,20160117,7,m,NA,NA,Lake Water,1936,626_LA_CB_7_m,2016-01-17,17,123,19,376.54427,1,10,514,40,4,6.49,0.274,279,3,185,NA,1.89,0.15,0.03,0.31,0.6,0,0.68,1.2,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2016,20160117,9,m,NA,NA,Lake Water,1937,626_LA_CB_9_m,2016-01-17,17,124,19,369.52481,NA,14,565.4,31,3,6.39,0.311,279,3,200,NA,1.96,0.16,0.03,0.34,0.62,0,0.7,1.32,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,LA,CB,2016,20160117,11,m,NA,NA,Lake Water,1938,626_LA_CB_11_m,2016-01-17,17,101,22,357.73432,1,16,816.2,58,7,6.15,0.653,546,5,372,NA,1.95,0.16,0.26,0.33,0.6,0.1122,0.68,1.07,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2016,20160118,1,m,NA,NA,Lake Water,1957,239_LA_CB_1_m,2016-01-18,18,178,29,511.8333,1,28,520.8,48,5,6.63,2.267,247,3,246,NA,3.11,0.24,0,0.45,0.85,0.0248,1.16,2.08,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,LA,CB,2016,20160118,5,m,NA,NA,Lake Water,1958,239_LA_CB_5_m,2016-01-18,18,174,29,486.44261,1,29,748.9,54,5,6.62,2.12,243,3,247,NA,3.01,0.24,0,0.45,0.82,0.0182,1.13,2.15,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
